"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"black september movement",107950228,,"noun.group",14,"n","Black September Movement#1(black_september_movement%1:14:00::)","a former Palestinian terrorist organization (now merged with Fatah Revolutionary Council) that assassinated the Prime Minister of Jordan and during the 1972 Olympic Games in Munich killed 11 Israeli athletes","","Black September Movement",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"supporters of islam",107946883,,"noun.group",14,"n","Ansar al Islam#1(ansar_al_islam%1:14:00::),Supporters of Islam#1(supporters_of_islam%1:14:00::),Ansar al-Islam#1(ansar_al-islam%1:14:00::)","a radical Islamic group of terrorists in the Iraqi part of Kurdistan who oppose an independent secular nation as advocated by the United States; some members fought with the Taliban and al-Qaeda forces in Afghanistan; said to receive financial support from Saddam Hussein","","Ansar al Islam,Supporters of Islam,Ansar al-Islam",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"nonmonotonic",301552060,,"adj.all",0,"a","nonmonotonic#1(nonmonotonic%3:00:00::)","not monotonic","","nonmonotonic",1,91,"domain category",105933952,"noun.cognition",9,"n","math#1(math%1:09:00::),maths#1(maths%1:09:00::),mathematics#1(mathematics%1:09:00::)","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement","","math,maths,mathematics"
"eagle",113532014,,"noun.quantity",23,"n","eagle#2(eagle%1:23:00::)","(golf) a score of two strokes under par on a hole","","eagle",2,91,"domain category",100465984,"noun.act",4,"n","golf game#1(golf_game%1:04:00::),golf#1(golf%1:04:00::)","a game played on a large open course with 9 or 18 holes; the object is use as few strokes as possible in playing all the holes","","golf game,golf"
"loft",105000746,,"noun.attribute",7,"n","loft#3(loft%1:07:00::)","(golf) the backward slant on the head of some golf clubs that is designed to drive the ball high in the air","","loft",3,91,"domain category",100465984,"noun.act",4,"n","golf game#1(golf_game%1:04:00::),golf#1(golf%1:04:00::)","a game played on a large open course with 9 or 18 holes; the object is use as few strokes as possible in playing all the holes","","golf game,golf"
"putt",201405982,,"verb.contact",35,"v","putt#2(putt%2:35:01::)","hit a putt","he lost because he putted so poorly","putt",2,91,"domain category",100465984,"noun.act",4,"n","golf game#1(golf_game%1:04:00::),golf#1(golf%1:04:00::)","a game played on a large open course with 9 or 18 holes; the object is use as few strokes as possible in playing all the holes","","golf game,golf"
"alloy",200397817,,"verb.change",30,"v","alloy#2(alloy%2:30:02::)","make an alloy of","","alloy",2,91,"domain category",106059279,"noun.cognition",9,"n","metallurgy#1(metallurgy%1:09:00::)","the science and technology of metals","","metallurgy"
"posting",106430498,,"noun.communication",10,"n","posting#2(posting%1:10:01::)","(bookkeeping) a listing on the company's records","the posting was made in the cash account","posting",2,91,"domain category",100620454,"noun.act",4,"n","clerking#1(clerking%1:04:00::),bookkeeping#1(bookkeeping%1:04:00::)","the activity of recording business transactions","","clerking,bookkeeping"
"interpretive program",106512286,,"noun.communication",10,"n","interpretive program#1(interpretive_program%1:10:00::),interpreter#4(interpreter%1:10:00::)","(computer science) a program that translates and executes source language statements one line at a time","","interpretive program,interpreter",1,91,"domain category",106062151,"noun.cognition",9,"n","computing#1(computing%1:09:00::),computer science#1(computer_science%1:09:00::)","the branch of engineering science that studies (with the aid of computers) computable processes and structures","","computing,computer science"
"brunnhilde",109528422,,"noun.person",18,"n","Brunhild#1(brunhild%1:18:00::),Brynhild#1(brynhild%1:18:00::),Brunnhilde#1(brunnhilde%1:18:00::)","a Valkyrie or a queen in the Nibelungenlied who loved the hero Siegfried; when he deceived her she had him killed and then committed suicide","","Brunhild,Brynhild,Brunnhilde",1,91,"domain category",107914953,"noun.group",14,"n","Norse mythology#1(norse_mythology%1:14:00::)","the mythology of Scandinavia (shared in part by Britain and Germany) until the establishment of Christianity","","Norse mythology"
"crested",300058232,,"adj.all",0,"s","topknotted#1(topknotted%5:00:00:adorned:00),crested#2(crested%5:00:02:adorned:00),tufted#3(tufted%5:00:01:adorned:00)","(of a bird or animal) having a usually ornamental tuft or process on the head; often used in combination","golden crested|crested iris|crested oriole|tufted duck|tufted loosestrife","topknotted,crested,tufted",2,91,"domain category",100015568,"noun.tops",3,"n","creature#1(creature%1:03:00::),animate being#1(animate_being%1:03:00::),animal#1(animal%1:03:00::),beast#1(beast%1:03:00::),fauna#2(fauna%1:03:00::),brute#2(brute%1:03:00::)","a living organism characterized by voluntary movement","","creature,animate being,animal,beast,fauna,brute"
"hispid",300216053,,"adj.all",0,"s","hispid#1(hispid%5:00:00:hairy:00)","(of animals or plants) having stiff coarse hairs or bristles","plants with hispid stems","hispid",1,91,"domain category",100015568,"noun.tops",3,"n","creature#1(creature%1:03:00::),animate being#1(animate_being%1:03:00::),animal#1(animal%1:03:00::),beast#1(beast%1:03:00::),fauna#2(fauna%1:03:00::),brute#2(brute%1:03:00::)","a living organism characterized by voluntary movement","","creature,animate being,animal,beast,fauna,brute"
"surgical procedure",100672578,,"noun.act",4,"n","surgical operation#1(surgical_operation%1:04:00::),surgical procedure#1(surgical_procedure%1:04:00::),surgical process#1(surgical_process%1:04:00::),surgery#4(surgery%1:04:01::),operation#6(operation%1:04:00::)","a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body","he died while undergoing surgery|they will schedule the operation as soon as an operating room is available","surgical operation,surgical procedure,surgical process,surgery,operation",1,91,"domain category",105997268,"noun.cognition",9,"n","surgery#1(surgery%1:09:00::)","the branch of medical science that treats disease or injury by operative procedures","he is professor of surgery at the Harvard Medical School","surgery"
"luna",109509180,,"noun.person",18,"n","Luna#1(luna%1:18:00::)","(Roman mythology) the goddess of the Moon; counterpart of Greek Selene","","Luna",1,91,"domain category",107914248,"noun.group",14,"n","Roman mythology#1(roman_mythology%1:14:00::)","the mythology of the ancient Romans","","Roman mythology"
"chronic",300045343,9,"adj.all",0,"a","chronic#1(chronic%3:00:00::)","being long-lasting and recurrent or characterized by long suffering","a chronic shortage of funds|a chronic invalid|chronic indigestion","chronic",1,91,"domain category",105976736,"noun.cognition",9,"n","medicine#1(medicine%1:09:00::),medical specialty#1(medical_specialty%1:09:00::)","the branches of medical science that deal with nonsurgical techniques","","medicine,medical specialty"
"depolarise",200575483,,"verb.change",30,"v","depolarize#1(depolarize%2:30:00::),depolarise#1(depolarise%2:30:00::)","eliminate the polarization of","","depolarize,depolarise",1,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"tension",111450190,3,"noun.phenomenon",19,"n","tension#4(tension%1:19:00::)","(physics) a stress that produces an elongation of an elastic physical body","the direction of maximum tension moves asymptotically toward the direction of the shear","tension",4,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"tack",201949467,1,"verb.motion",38,"v","wear round#1(wear_round%2:38:00::),tack#2(tack%2:38:00::)","turn into the wind","The boat tacked|The sailors decided to tack the boat","wear round,tack",2,91,"domain category",100817446,"noun.act",4,"n","navigation#1(navigation%1:04:00::),piloting#1(piloting%1:04:00::),pilotage#1(pilotage%1:04:00::)","the guidance of ships or airplanes from place to place","","navigation,piloting,pilotage"
"armory",102740169,,"noun.artifact",6,"n","arsenal#2(arsenal%1:06:01::),armory#3(armory%1:06:02::),armoury#3(armoury%1:06:02::)","a military structure where arms and ammunition and other military equipment are stored and training is given in the use of arms","","arsenal,armory,armoury",3,91,"domain category",108130774,"noun.group",14,"n","armed forces#1(armed_forces%1:14:00::),armed services#1(armed_services%1:14:00::),war machine#1(war_machine%1:14:00::),military machine#1(military_machine%1:14:00::),military#1(military%1:14:00::)","the military forces of a nation","their military is the largest in the region|the military machine is the same one we faced in 1991 but now it is weaker","armed forces,armed services,war machine,military machine,military"
"judge advocate",110160346,,"noun.person",18,"n","judge advocate#1(judge_advocate%1:18:01::)","an officer assigned to the judge advocate general","","judge advocate",1,91,"domain category",108130774,"noun.group",14,"n","armed forces#1(armed_forces%1:14:00::),armed services#1(armed_services%1:14:00::),war machine#1(war_machine%1:14:00::),military machine#1(military_machine%1:14:00::),military#1(military%1:14:00::)","the military forces of a nation","their military is the largest in the region|the military machine is the same one we faced in 1991 but now it is weaker","armed forces,armed services,war machine,military machine,military"
"dia",108272725,,"noun.group",14,"n","DIA#1(dia%1:14:00::),Defense Intelligence Agency#1(defense_intelligence_agency%1:14:00::)","an intelligence agency of the United States in the Department of Defense; is responsible for providing intelligence in support of military planning and operations and weapons acquisition","","DIA,Defense Intelligence Agency",1,91,"domain category",108130774,"noun.group",14,"n","armed forces#1(armed_forces%1:14:00::),armed services#1(armed_services%1:14:00::),war machine#1(war_machine%1:14:00::),military machine#1(military_machine%1:14:00::),military#1(military%1:14:00::)","the military forces of a nation","their military is the largest in the region|the military machine is the same one we faced in 1991 but now it is weaker","armed forces,armed services,war machine,military machine,military"
"dose",200084491,,"verb.body",29,"v","drug#1(drug%2:29:00::),dose#2(dose%2:29:00::)","administer a drug to","They drugged the kidnapped tourist","drug,dose",2,91,"domain category",100613431,"noun.act",4,"n","practice of medicine#1(practice_of_medicine%1:04:00::),medicine#3(medicine%1:04:00::)","the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries","he studied medicine at Harvard","practice of medicine,medicine"
"taoism",108030121,,"noun.group",14,"n","Taoism#2(taoism%1:14:00::)","religion adhering to the teaching of Lao-tzu","","Taoism",2,91,"domain category",105910337,"noun.cognition",9,"n","Daoism#1(daoism%1:09:00::),Taoism#4(taoism%1:09:01::)","philosophical system developed by Lao-tzu and Chuang-tzu advocating a simple honest life and noninterference with the course of natural events","","Daoism,Taoism"
"water bearer",109687726,,"noun.person",18,"n","Water Bearer#1(water_bearer%1:18:00::),Aquarius#1(aquarius%1:18:00::)","(astrology) a person who is born while the sun is in Aquarius","","Water Bearer,Aquarius",1,91,"domain category",105710258,"noun.cognition",9,"n","star divination#1(star_divination%1:09:00::),astrology#1(astrology%1:09:00::)","a pseudoscience claiming divination by the positions of the planets and sun and moon","","star divination,astrology"
"laurentius",111055804,,"noun.person",18,"n","Lawrence#1(lawrence%1:18:05::),St. Lawrence#1(st._lawrence%1:18:00::),Saint Lawrence#1(saint_lawrence%1:18:00::),Laurentius#1(laurentius%1:18:00::)","Roman martyr; supposedly Lawrence was ordered by the police to give up the church's treasure and when he responded by presenting the poor people of Rome he was roasted to death on a gridiron (died in 258)","","Lawrence,St. Lawrence,Saint Lawrence,Laurentius",1,91,"domain category",106160280,"noun.cognition",9,"n","Christianity#1(christianity%1:09:00::),Christian religion#1(christian_religion%1:09:00::)","a monotheistic system of beliefs and practices based on the Old Testament and the teachings of Jesus as embodied in the New Testament and emphasizing the role of Jesus as savior","","Christianity,Christian religion"
"incarnation",106726945,1,"noun.communication",10,"n","Incarnation#2(incarnation%1:10:00::)","(Christianity) the Christian doctrine of the union of God and man in the person of Jesus Christ","","Incarnation",2,91,"domain category",106160280,"noun.cognition",9,"n","Christianity#1(christianity%1:09:00::),Christian religion#1(christian_religion%1:09:00::)","a monotheistic system of beliefs and practices based on the Old Testament and the teachings of Jesus as embodied in the New Testament and emphasizing the role of Jesus as savior","","Christianity,Christian religion"
"allegiant",300964957,,"adj.all",0,"s","allegiant#1(allegiant%5:00:00:loyal:00)","steadfast in devotion (especially to your lawful monarch or government)","it is impossible to be allegiant to two opposing forces","allegiant",1,91,"domain category",101127099,"noun.act",4,"n","governing#1(governing%1:04:00::),government activity#1(government_activity%1:04:00::),government#2(government%1:04:00::),governance#2(governance%1:04:00::),administration#5(administration%1:04:04::)","the act of governing; exercising authority","regulations for the governing of state prisons|he had considerable experience of government","governing,government activity,government,governance,administration"
"covenant",106461775,,"noun.communication",10,"n","covenant#2(covenant%1:10:01::)","(Bible) an agreement between God and his people in which God makes certain promises and requires certain behavior from them in return","","covenant",2,91,"domain category",106367544,"noun.communication",10,"n","Christian Bible#1(christian_bible%1:10:00::),Bible#1(bible%1:10:00::),Holy Scripture#1(holy_scripture%1:10:00::),Scripture#1(scripture%1:10:00::),Holy Writ#1(holy_writ%1:10:00::),Good Book#1(good_book%1:10:00::),Word of God#2(word_of_god%1:10:00::),Book#9(book%1:10:04::),Word#10(word%1:10:07::)","the sacred writings of the Christian religions","he went to carry the Word to the heathen","Christian Bible,Bible,Holy Scripture,Scripture,Holy Writ,Good Book,Word of God,Book,Word"
"multivariate",302515519,,"adj.all",0,"s","multivariate#1(multivariate%5:00:00:variable:00)","pertaining to any procedure involving two or more variables","","multivariate",1,91,"domain category",105951944,"noun.cognition",9,"n","statistics#1(statistics%1:09:00::)","a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters","","statistics"
"metrical foot",107024365,,"noun.communication",10,"n","metrical foot#1(metrical_foot%1:10:00::),metrical unit#1(metrical_unit%1:10:00::),foot#10(foot%1:10:00::)","(prosody) a group of 2 or 3 syllables forming the basic unit of poetic rhythm","","metrical foot,metrical unit,foot",1,91,"domain category",106103833,"noun.cognition",9,"n","metrics#1(metrics%1:09:00::),prosody#3(prosody%1:09:00::)","the study of poetic meter and the art of versification","","metrics,prosody"
"blanch",200323360,,"verb.change",30,"v","parboil#1(parboil%2:30:00::),blanch#2(blanch%2:30:00::)","cook (vegetables) briefly","Parboil the beans before freezing them","parboil,blanch",2,91,"domain category",100244807,"noun.act",4,"n","cookery#1(cookery%1:04:00::),cooking#1(cooking%1:04:00::),preparation#8(preparation%1:04:03::)","the act of preparing something (as food) by the application of heat","people are needed who have experience in cookery|he left the preparation of meals to his wife|cooking can be a great art","cookery,cooking,preparation"
"savor",202197965,,"verb.perception",39,"v","savour#2(savour%2:39:01::),savor#4(savor%2:39:01::)","give taste to","","savour,savor",4,91,"domain category",100244807,"noun.act",4,"n","cookery#1(cookery%1:04:00::),cooking#1(cooking%1:04:00::),preparation#8(preparation%1:04:03::)","the act of preparing something (as food) by the application of heat","people are needed who have experience in cookery|he left the preparation of meals to his wife|cooking can be a great art","cookery,cooking,preparation"
"association theory",106071461,,"noun.cognition",9,"n","associationism#1(associationism%1:09:00::),association theory#1(association_theory%1:09:00::)","(psychology) a theory that association is the basic principle of mental activity","","associationism,association theory",1,91,"domain category",106069801,"noun.cognition",9,"n","psychology#1(psychology%1:09:00::),psychological science#1(psychological_science%1:09:00::)","the science of mental life","","psychology,psychological science"
"apperceive",202110883,,"verb.perception",39,"v","apperceive#1(apperceive%2:39:00::)","perceive in terms of a past experience","","apperceive",1,91,"domain category",106069801,"noun.cognition",9,"n","psychology#1(psychology%1:09:00::),psychological science#1(psychological_science%1:09:00::)","the science of mental life","","psychology,psychological science"
"retake",201005624,,"verb.communication",32,"v","retake#3(retake%2:32:00::)","photograph again","Please retake that scene","retake",3,91,"domain category",100905241,"noun.act",4,"n","photography#1(photography%1:04:00::),picture taking#1(picture_taking%1:04:00::)","the act of taking and printing photographs","","photography,picture taking"
"office of the dead",101036093,,"noun.act",4,"n","Office of the Dead#1(office_of_the_dead%1:04:00::)","an office read or sung before a burial mass in the Roman Catholic Church","","Office of the Dead",1,91,"domain category",108015285,"noun.group",14,"n","Church of Rome#1(church_of_rome%1:14:00::),Roman Catholic Church#1(roman_catholic_church%1:14:00::),Western Church#1(western_church%1:14:00::),Roman Church#1(roman_church%1:14:00::),Roman Catholic#2(roman_catholic%1:14:00::)","the Christian Church based in the Vatican and presided over by a pope and an episcopal hierarchy","","Church of Rome,Roman Catholic Church,Western Church,Roman Church,Roman Catholic"
"hypostasis",105854630,,"noun.cognition",9,"n","hypostasis#4(hypostasis%1:09:00::)","(metaphysics) essential nature or underlying reality","","hypostasis",4,91,"domain category",106096461,"noun.cognition",9,"n","metaphysics#1(metaphysics%1:09:00::)","the philosophical study of being and knowing","","metaphysics"
"asternal",300570526,,"adj.all",0,"s","asternal#1(asternal%5:00:00:unconnected:00)","not connected to the sternum or breastbone","asternal ribs","asternal",1,91,"domain category",105991200,"noun.cognition",9,"n","general anatomy#1(general_anatomy%1:09:00::),anatomy#1(anatomy%1:09:00::)","the branch of morphology that deals with the structure of animals","","general anatomy,anatomy"
"distally",400177739,1,"adv.all",2,"r","distally#1(distally%4:02:00::)","far from the center","the bronchus is situated distally","distally",1,91,"domain category",105991200,"noun.cognition",9,"n","general anatomy#1(general_anatomy%1:09:00::),anatomy#1(anatomy%1:09:00::)","the branch of morphology that deals with the structure of animals","","general anatomy,anatomy"
"midriff",105250286,,"noun.body",8,"n","midriff#2(midriff%1:08:00::),diaphragm#2(diaphragm%1:08:00::)","(anatomy) a muscular partition separating the abdominal and thoracic cavities; functions in respiration","","midriff,diaphragm",2,91,"domain category",105991200,"noun.cognition",9,"n","general anatomy#1(general_anatomy%1:09:00::),anatomy#1(anatomy%1:09:00::)","the branch of morphology that deals with the structure of animals","","general anatomy,anatomy"
"odysseus",109530775,,"noun.person",18,"n","Odysseus#1(odysseus%1:18:00::)","(Greek mythology) a famous mythical Greek hero; his return to Ithaca after the siege of Troy was described in the Odyssey","","Odysseus",1,91,"domain category",107910503,"noun.group",14,"n","Greek mythology#1(greek_mythology%1:14:00::)","the mythology of the ancient Greeks","","Greek mythology"
"stabile",302299783,,"adj.all",0,"s","stabile#1(stabile%5:00:00:stable:00)","(chemistry, physics, biology) resistant to change","","stabile",1,91,"domain category",105971308,"noun.cognition",9,"n","biology#1(biology%1:09:00::),biological science#1(biological_science%1:09:00::)","the science that studies living organisms","","biology,biological science"
"superorder",108039118,,"noun.group",14,"n","superorder#1(superorder%1:14:00::)","(biology) a taxonomic group ranking above an order and below a class or subclass","","superorder",1,91,"domain category",105971308,"noun.cognition",9,"n","biology#1(biology%1:09:00::),biological science#1(biological_science%1:09:00::)","the science that studies living organisms","","biology,biological science"
"antrorse",300124525,,"adj.all",0,"a","antrorse#1(antrorse%3:00:00::)","bent or curved forward or upward","a plant having antrorse hairs on the stem","antrorse",1,91,"domain category",105971308,"noun.cognition",9,"n","biology#1(biology%1:09:00::),biological science#1(biological_science%1:09:00::)","the science that studies living organisms","","biology,biological science"
"cauline",300319396,,"adj.all",0,"a","cauline#2(cauline%3:00:00::)","especially of leaves; growing on a stem especially on the upper part of a stem","cauline leaves","cauline",2,91,"domain category",106000235,"noun.cognition",9,"n","phytology#1(phytology%1:09:00::),botany#2(botany%1:09:00::)","the branch of biology that studies plants","","phytology,botany"
"bayat",107156533,,"noun.communication",10,"n","bayat#1(bayat%1:10:00::)","an oath of allegiance to an emir","","bayat",1,91,"domain category",106915573,"noun.communication",10,"n","Arabic language#1(arabic_language%1:10:00::),Arabic#1(arabic%1:10:00::)","the Semitic language of the Arabs; spoken in a variety of dialects","","Arabic language,Arabic"
"palestine liberation front",107969064,,"noun.group",14,"n","Jabat al-Tahrir al-Filistiniyyah#1(jabat_al-tahrir_al-filistiniyyah%1:14:00::),PLF#1(plf%1:14:00::),Palestine Liberation Front#1(palestine_liberation_front%1:14:00::)","a terrorist group formed in 1977 as the result of a split with the Popular Front for the Liberation of Palestine; became a satellite of al-Fatah; made terrorist attacks on Israel across the Lebanese border","","Jabat al-Tahrir al-Filistiniyyah,PLF,Palestine Liberation Front",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"ctc",108057211,,"noun.group",14,"n","CTC#1(ctc%1:14:00::),Counterterrorist Center#1(counterterrorist_center%1:14:00::)","an agency that helps the Director of Central Intelligence coordinate counterterrorist efforts in order to preempt and disrupt and defeat terrorist activities at the earliest possible stage","","CTC,Counterterrorist Center",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"parity",113727255,,"noun.linkdef",24,"n","parity#2(parity%1:24:00::)","(mathematics) a relation between a pair of integers: if both integers are odd or both are even they have the same parity; if one is odd and the other is even they have different parity","parity is often used to check the integrity of transmitted data","parity",2,91,"domain category",105933952,"noun.cognition",9,"n","math#1(math%1:09:00::),maths#1(maths%1:09:00::),mathematics#1(mathematics%1:09:00::)","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement","","math,maths,mathematics"
"direct",300772890,,"adj.all",0,"a","direct#6(direct%3:00:03::)","similar in nature or effect or relation to another quantity","a term is in direct proportion to another term if it increases (or decreases) as the other increases (or decreases)","direct",6,91,"domain category",105933952,"noun.cognition",9,"n","math#1(math%1:09:00::),maths#1(maths%1:09:00::),mathematics#1(mathematics%1:09:00::)","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement","","math,maths,mathematics"
"declarative",303106469,,"adj.pert",1,"a","indicative#1(indicative%3:01:00::),declarative#2(declarative%3:01:00::)","relating to the mood of verbs that is used simple in declarative statements","indicative mood","indicative,declarative",2,91,"domain category",106108231,"noun.cognition",9,"n","grammar#1(grammar%1:09:00::)","the branch of linguistics that deals with syntax and morphology (and sometimes also deals with semantics)","","grammar"
"club head",103423016,,"noun.artifact",6,"n","club head#1(club_head%1:06:00::),golf-club head#1(golf-club_head%1:06:00::),clubhead#1(clubhead%1:06:00::),club-head#1(club-head%1:06:00::)","(golf) the head of the club which strikes the ball","","club head,golf-club head,clubhead,club-head",1,91,"domain category",100465984,"noun.act",4,"n","golf game#1(golf_game%1:04:00::),golf#1(golf%1:04:00::)","a game played on a large open course with 9 or 18 holes; the object is use as few strokes as possible in playing all the holes","","golf game,golf"
"execution speed",104992918,,"noun.attribute",7,"n","execution speed#1(execution_speed%1:07:00::)","(computer science) the speed with which a computational device can execute instructions; measured in MIPS","","execution speed",1,91,"domain category",106062151,"noun.cognition",9,"n","computing#1(computing%1:09:00::),computer science#1(computer_science%1:09:00::)","the branch of engineering science that studies (with the aid of computers) computable processes and structures","","computing,computer science"
"command",106520310,,"noun.communication",10,"n","program line#1(program_line%1:10:00::),instruction#4(instruction%1:10:02::),statement#6(statement%1:10:03::),command#7(command%1:10:01::)","(computer science) a line of code written as part of a computer program","","program line,instruction,statement,command",7,91,"domain category",106062151,"noun.cognition",9,"n","computing#1(computing%1:09:00::),computer science#1(computer_science%1:09:00::)","the branch of engineering science that studies (with the aid of computers) computable processes and structures","","computing,computer science"
"vitharr",109522146,,"noun.person",18,"n","Vidar#1(vidar%1:18:00::),Vitharr#1(vitharr%1:18:00::),Vithar#1(vithar%1:18:00::)","(Norse mythology) one of the Aesir; son of Odin; avenges his parent by slaying Fenrir at Ragnarok","","Vidar,Vitharr,Vithar",1,91,"domain category",107914953,"noun.group",14,"n","Norse mythology#1(norse_mythology%1:14:00::)","the mythology of Scandinavia (shared in part by Britain and Germany) until the establishment of Christianity","","Norse mythology"
"actinomycete",101377949,,"noun.animal",5,"n","actinomycete#1(actinomycete%1:05:00::)","any bacteria (some of which are pathogenic for humans and animals) belonging to the order Actinomycetales","","actinomycete",1,91,"domain category",100015568,"noun.tops",3,"n","creature#1(creature%1:03:00::),animate being#1(animate_being%1:03:00::),animal#1(animal%1:03:00::),beast#1(beast%1:03:00::),fauna#2(fauna%1:03:00::),brute#2(brute%1:03:00::)","a living organism characterized by voluntary movement","","creature,animate being,animal,beast,fauna,brute"
"indication",106733772,,"noun.communication",10,"n","indication#3(indication%1:10:02::)","(medicine) a reason to prescribe a drug or perform a procedure","the presence of bacterial infection was an indication for the use of antibiotics","indication",3,91,"domain category",105976736,"noun.cognition",9,"n","medicine#1(medicine%1:09:00::),medical specialty#1(medical_specialty%1:09:00::)","the branches of medical science that deal with nonsurgical techniques","","medicine,medical specialty"
"meniscus",103710253,,"noun.artifact",6,"n","meniscus#3(meniscus%1:06:00::)","(physics) the curved upper surface of a nonturbulent liquid in a vertical tube","","meniscus",3,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"reversibly",400126647,,"adv.all",2,"r","reversibly#1(reversibly%4:02:00::)","in a reversible manner","reversibly convertible","reversibly",1,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"absorption",113360159,3,"noun.process",22,"n","absorption#2(absorption%1:22:02::)","(physics) the process in which incident radiated energy is retained without reflection or transmission on passing through a medium","the absorption of photons by atoms or molecules","absorption",2,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"digital communication",106213634,,"noun.communication",10,"n","digital communication#1(digital_communication%1:10:00::),data communication#1(data_communication%1:10:00::)","electronic transmission of information that has been encoded digitally (as for storage and processing by computers)","","digital communication,data communication",1,91,"domain category",103071599,"noun.artifact",6,"n","data processor#1(data_processor%1:06:00::),computer#1(computer%1:06:00::),information processing system#1(information_processing_system%1:06:00::),computing machine#1(computing_machine%1:06:00::),electronic computer#1(electronic_computer%1:06:00::),computing device#1(computing_device%1:06:00::)","a machine for performing calculations automatically","","data processor,computer,information processing system,computing machine,electronic computer,computing device"
"psychological disorder",114022182,,"noun.state",26,"n","mental disorder#1(mental_disorder%1:26:00::),folie#1(folie%1:26:00::),psychological disorder#1(psychological_disorder%1:26:00::),mental disturbance#1(mental_disturbance%1:26:00::),disturbance#6(disturbance%1:26:01::)","(psychiatry) a psychological disorder of thought or emotion; a more neutral term than mental illness","","mental disorder,folie,psychological disorder,mental disturbance,disturbance",1,91,"domain category",105989607,"noun.cognition",9,"n","psychiatry#1(psychiatry%1:09:00::),psychological medicine#1(psychological_medicine%1:09:00::),psychopathology#2(psychopathology%1:09:00::)","the branch of medicine dealing with the diagnosis and treatment of mental disorders","","psychiatry,psychological medicine,psychopathology"
"intellectualisation",113437065,,"noun.process",22,"n","intellectualization#1(intellectualization%1:22:00::),intellectualisation#1(intellectualisation%1:22:00::)","(psychiatry) a defense mechanism that uses reasoning to block out emotional stress and conflict","","intellectualization,intellectualisation",1,91,"domain category",105989607,"noun.cognition",9,"n","psychiatry#1(psychiatry%1:09:00::),psychological medicine#1(psychological_medicine%1:09:00::),psychopathology#2(psychopathology%1:09:00::)","the branch of medicine dealing with the diagnosis and treatment of mental disorders","","psychiatry,psychological medicine,psychopathology"
